WORK ORDER;PN;Descrição;SN;Operator;Exchange Order Number;R.S. In;Week0;Month0;Year0;R.S. Out;SegVoo;Week 1;Month1;Year1;STATUS;TAIL;DATE OF REMOVAL;Reason for removal;Work done;QUANTITY BGA SOLDER;Item used on repair;TAT;REASON FOR DELAY;WO FINISHED?(Y/N);RETURN TO AZUL;MONTH;YEAR;MONTH.SEGVOO;YEAR.SEGVOO;DUAL
10205;LV10-070702-102;DSCD;CBBB000322;AZUL;1090927;25/02/2021;9;2;2021;08/03/2021;08/03/2021;11;3;2021;ISSUED SEGVOO003 AS 10205/21 - REPLACED CDP CARD AND TESTED THE TEST IS SATISFACTORY;PR-AXU;15/02/2021;LIVETV ISN´T WORKING PROPERLY.;REPLACED CDP CCA;0;LV20-070802-101;12,00;;Y;09/03/2021;3;2021;3;YEAR.SEGVOO;NÃO
10247;LV10-080408-102;DSB;CBHB002555;AZUL;1099140;15/03/2021;12;3;2021;22/03/2021;22/03/2021;13;3;2021;ISSUED SEGVOO003 AS 10247/21 - REPLACED U42 FLASH MEMORY - TEST SATISFACTORY;PR-AXG;02/03/2021;SEAT 2C WITH BLACK SCREEN.;REPLACED U42 FLASH MEMORY.;1;RC28F128J3F-75;4,00;;Y;19/03/2021;3;2021;3;YEAR.SEGVOO;NÃO
10248;LV10-080408-102;DSB;CBHB000261;AZUL;1099140;15/03/2021;12;3;2021;23/03/2021;23/03/2021;13;3;2021;ISSUED SEGVOO003 AS 10248/21 - REPLACED U42 FLASH MEMORY - TEST SATISFACTORY;PR-AYA;18/07/2018;REDELIVERY REMOVAL;REPLACED U42 FLASH MEMORY.;1;RC28F128J3F-75;4,00;;Y;19/03/2021;3;2021;3;YEAR.SEGVOO;NÃO
10249;LV10-080408-102;DSB;CBHB001945;AZUL;1099140;15/03/2021;12;3;2021;22/03/2021;22/03/2021;13;3;2021;ISSUED SEGVOO003 AS 10249/21 - REPLACED U42 FLASH MEMORY - TEST SATISFACTORY;PR-AYW;21/02/2021;SEAT 2B NOT WORKING TV;REPLACED U42 FLASH MEMORY.;1;RC28F128J3F-75;4,00;;Y;19/03/2021;3;2021;3;YEAR.SEGVOO;NÃO
10250;LV10-080408-102;DSB;CBHB002275;AZUL;1099140;15/03/2021;12;3;2021;23/03/2021;23/03/2021;13;3;2021;ISSUED SEGVOO003 AS 10250/21 - REPLACED FLASH MEMORY POSTION  U68. - TEST SATISFACTORY;PR-AXE;18/02/2021;SEAT 30A BLACK SCREEN;REPLACED U68 FLASH MEMORY.;1;RC28F128J3F-75;4,00;;Y;19/03/2021;3;2021;3;YEAR.SEGVOO;NÃO
10251;LV10-080408-102;DSB;CBHB001530;AZUL;1099140;15/03/2021;12;3;2021;23/03/2021;23/03/2021;13;3;2021;ISSUED SEGVOO003 AS 10251/21 - REPLACED U42 FLASH MEMORY - TEST SATISFACTORY;PR-AXK;17/02/2021;SEAT 4 C DOES NOT TURN ON;REPLACED U42 FLASH MEMORY.;1;RC28F128J3F-75;4,00;;Y;19/03/2021;3;2021;3;YEAR.SEGVOO;NÃO
10252;LV10-080408-102;DSB;CBHB001944;AZUL;1099140;15/03/2021;12;3;2021;06/04/2021;06/04/2021;15;4;2021;ISSUED SEGVOO003 AS 10252/21 - REPLACED FLASH MEMORY POSITION U68 AND REPLACED THE POWER SUPPLY DUE A INTEFERENCE ON THE CIRCUIT ON SCREEN A. RUNING OVER NIGHT TEST IN ORDER TO FIND ANY FAILURE.;PR-AXK;19/02/2021;WAS FOUND SEAT 14DC DOES NOT TURN ON;POWER SUPPLY AND U68 FLASH MEMORY;1;LV52-070601-103  RC28F128J3F-75                  ;4,00;;Y;19/03/2021;3;2021;4;YEAR.SEGVOO;NÃO
10253;LV10-080408-102;DSB;CBHB000736;AZUL;1099140;15/03/2021;12;3;2021;23/03/2021;23/03/2021;13;3;2021;ISSUED SEGVOO003 AS 10250/21 - REPLACED FLASH MEMORY POSTION  U68. - TEST SATISFACTORY;PR-AXU;24/02/2021;SEAT 11A WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY.;1;RC28F128J3F-75;4,00;;Y;19/03/2021;3;2021;3;YEAR.SEGVOO;NÃO
10254;LV10-080408-102;DSB;CBHB001394;AZUL;1099140;15/03/2021;12;3;2021;18/03/2021;18/03/2021;12;3;2021;ISSUED SEGVOO003 AS10254/21 - CLEANED AND SWAPPED THE SIM CARDS- DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AXH;20/02/2021;SEAT 5B WITH COD4;SWAPPED AND CLEANED THE SIM CARDS;;;4,00;;Y;19/03/2021;3;2021;3;YEAR.SEGVOO;NÃO
10299;LV10-080408-102;DSB;CBHB004472;AZUL;1116943;20/04/2021;17;4;2021;27/04/2021;27/04/2021;18;4;2021;ISSUED SEGVOO003 AS 10299/21 DONE THE TEST AND NO FAILURES WERE FOUND. ;PR-AUN;13/03/2021;SEAT 9D WITH COD2;TESTED - NO FAULTS FOUND;;;15,00;;Y;05/05/2021;5;2021;4;YEAR.SEGVOO;NÃO
10300;LV10-080408-102;DSB;CBHB002264;AZUL;1116943;20/04/2021;17;4;2021;21/05/2021;21/05/2021;21;5;2021;ISSUED SEGVOO003 AS 10300/21 - REPLACED  U2 DECODER, DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AXH;07/03/2021;SEAT 27C WITH BLACK SCRREN;;;;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10301;LV10-080408-102;DSB;CBHB000277;AZUL;1116943;20/04/2021;17;4;2021;09/06/2021;31/05/2021;24;6;2021;ISSUED SEGVOO003 AS 10301/21 - REPLACED U68 FLASH MEMORY AND U44 UART,REPLACED U2 DECODER, THE TEST IS SATISFACTORY.;PR-AYC;08/08/2018;REDELIVERY REMOVAL;REPLACED UART U44, FLASH MEMORY U68 AND U2 DECODER.;2;;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10302;LV10-080408-102;DSB;CBHB001765;AZUL;1116943;20/04/2021;17;4;2021;27/04/2021;27/04/2021;18;4;2021;ISSUED SEGVOO003 AS 10302/21 DONE THE TEST AND NO FAILURES WERE FOUND. ;PR-AXH;21/03/2021;SEAT 1 CD WITH COD 4;TESTED - NO FAULTS FOUND;;;15,00;;Y;05/05/2021;5;2021;4;YEAR.SEGVOO;NÃO
10303;LV10-080408-102;DSB;CBHB002344;AZUL;1116943;20/04/2021;17;4;2021;21/05/2021;21/05/2021;21;5;2021;ISSUED SEGVOO003 AS 10303/21 - REPLACED THE U42 FLASH MEMORY, DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AYZ;12/03/2021;SEAT 7B WITH BLACK SCREEN;;1;RC28F128J3F-75;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10304;LV10-080408-102;DSB;CBHB002404;AZUL;1116943;20/04/2021;17;4;2021;24/05/2021;24/05/2021;22;5;2021;ISSUED SEGVOO003 AS 10304/21 - REPLACED THE U68 FLASH MEMORY, DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AXH;25/02/2021;SEAT 9A WITH BLACK SCREEN;;1;RC28F128J3F-75;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10305;LV10-080408-102;DSB;CBHB002531;AZUL;1116943;20/04/2021;17;4;2021;20/05/2021;20/05/2021;21;5;2021;ISSUED SEGVOO003 AS 10305/21 - REPLACED THE U68 FLASH MEMORY, DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AXG;01/03/2021;SEAT 25A WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY.;1;RC28F128J3F-75;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10306;LV10-080408-102;DSB;CBHB000216;AZUL;1116943;20/04/2021;17;4;2021;24/05/2021;24/05/2021;22;5;2021;ISSUED SEGVOO003 AS 10306/21 - REPLACED THE U68 FLASH MEMORY AND U2 DECODER, DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AXR;26/02/2021;SEAT 29B WITH BLACK SCREEN;;1;RC28F128J3F-75;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10307;LV10-080408-102;DSB;CBHB001370;AZUL;1116943;20/04/2021;17;4;2021;21/05/2021;21/05/2021;21;5;2021;ISSUED SEGVOO003 AS 10307/21 - REPLACED THE U42 FLASH MEMORY, DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AXS;21/03/2021;SEAT 23C WITH BLACK SCREEN;;1;RC28F128J3F-75;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10348;LV10-080408-102;DSB;CBHB000350;AZUL;1116943;20/04/2021;17;4;2021;18/03/2022;15/03/2022;12;3;2022;ISSUED SEGVOO003 AS 10348/22 - REPLACED U18 ETHERNET SWITCH IC AND TESTED THE TEST RESULT IS SATISFACTORY.;PR-AXK;13/03/2021;LIVETV SEATS 9C,9D,10C,AND 10D FAILURE ETHERNET IP AND IMAGE;REPLACED U18, F6 AND U31;1;VSC7395XYV-03        AX77882LF                     RUEF800;15,00;;Y;05/05/2021;5;2021;3;YEAR.SEGVOO;NÃO
10349;LV10-080408-102;DSB;CBHB004479;AZUL;1116943;20/04/2021;17;4;2021;28/04/2021;28/04/2021;18;4;2021;ISSUED SEGVOO003 AS 10349/21 -  DONE THE TEST AND NO FAILURES WERE FOUND. ;PR-AUN;13/03/2021;LIVETV SEAT WITH COD2 LIVE CHANELS;TESTED - NO FAULTS FOUND;;;15,00;;Y;05/05/2021;5;2021;4;YEAR.SEGVOO;NÃO
10350;LV10-080408-102;DSB;CBHB002803;AZUL;1116943;20/04/2021;17;4;2021;28/04/2021;28/04/2021;18;4;2021;ISSUED SEGVOO003 AS 10350/21 -  DONE THE TEST AND NO FAILURES WERE FOUND. ;PR-AXK;15/03/2021;LIVETV SEAT 22D WITH COD2 LIVE CHANNELS;TESTED - NO FAULTS FOUND;;;15,00;;Y;05/05/2021;5;2021;4;YEAR.SEGVOO;NÃO
10351;LV10-080408-102;DSB;CBHB000904;AZUL;1116943;20/04/2021;17;4;2021;24/05/2021;24/05/2021;22;5;2021;ISSUED SEGVOO003 AS 10351/21 - REPLACED THE U42 FLASH MEMORY, DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AXS;21/03/2021;SEAT 23C WITHOUT VIDEO;;;;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10352;LV10-080408-102;DSB;CBHB001308;AZUL;1116943;20/04/2021;17;4;2021;24/05/2021;24/05/2021;22;5;2021;ISSUED SEGVOO003 AS 10352/21 - REPLACED THE U68 FLASH MEMORY, DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AYG;16/01/2021;WAS FOUND SEAT 3A WITH BLACK SCREEN;;;;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10353;LV10-080408-102;DSB;CBHB003437;AZUL;1116943;20/04/2021;17;4;2021;27/04/2021;27/04/2021;18;4;2021;ISSUED SEGVOO003 AS 10353/21 - MESSAGE INSERT SIM SKY FOUND. CLEANED THE CARD. DONE THE TEST AND THE RESULT IS SATISFACTORY.. ;PR-AXL;17/03/2021;LIVETV 22C WITH COD 2;CLEANED THE SIM CARDS;;;15,00;;Y;05/05/2021;5;2021;4;YEAR.SEGVOO;NÃO
10354;LV10-070702-102;DSCD;CBBB000341;AZUL;1116943;20/04/2021;17;4;2021;10/05/2021;10/05/2021;20;5;2021;ISSUED SEGVOO 003 AS 10354/21  - RECONNECTED ALL MISSED CONNECTIONS DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AXU;14/02/2021;DSCD INOPERATIVE;RECONNECTED THE MISSING CABLES ;;;15,00;;Y;05/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10375;LV10-080408-102;DSB;CBHB002412;AZUL;1127528;28/04/2021;18;4;2021;14/05/2021;14/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10375/21 - REPLACED U68 FLASH MEMORY, DONE THE TEST AND THE TEST IS SATISFACTORY.;PR-AXA;05/04/2021;SEAT 28B LIVETV DISPLAY NOT WORKING.;REPLACE U68 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10376;LV10-080408-102;DSB;CBHB004391;AZUL;1127528;28/04/2021;18;4;2021;13/05/2021;13/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10376/21 - REPLACED U42 FLASH MEMORY, DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AXF;03/04/2021;PAUSE AND END OF FLIGHT FUNCTIONS ARE NOT WORKING.;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10377;LV10-080408-102;DSB;CBHB001565;AZUL;1127528;28/04/2021;18;4;2021;12/05/2021;12/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10377/21 - REPLACED U68 FLASH MEMORY, DONE THE TEST AND THE TEST IS SATISFACTORY.;PR-AYV;11/04/2021;SEAT 27A WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10378;LV10-080408-102;DSB;CBHB002446;AZUL;1127528;28/04/2021;18;4;2021;13/05/2021;13/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10378/21 - REPLACED U42 FLASH MEMORY, DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AXI;30/03/2021;SEAT 4B BLACK;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10379;LV10-080408-102;DSB;CBHB003157;AZUL;1127528;28/04/2021;18;4;2021;13/05/2021;13/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10379/21 - REPLACED THE POWER SUPPLY, DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXO;18/04/2021;SEAT 16CD INOP;REPLACED POWER SUPPLY;;LV52-070601-103              ;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10380;LV10-080408-102;DSB;CBHB001661;AZUL;1127528;28/04/2021;18;4;2021;14/05/2021;14/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10380/21 - REPLACED U42 FLASH MEMORY, DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AYV;17/04/2021;SEAT 6 WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10381;LV10-080408-102;DSB;CBHB002294;AZUL;1127528;28/04/2021;18;4;2021;14/05/2021;14/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10381/21 - REPLACED U68 FLASH MEMORY, DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AYY;16/04/2021;SEAT 17B WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10382;LV10-080408-102;DSB;CBHB001020;AZUL;1127528;28/04/2021;18;4;2021;14/05/2021;14/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10382/21 - NO FAILURES WERE DETECTED, THE TEST IS SATISFACTORY. ;PR-AXO;18/04/2021;SEAT 18CD INOP;;;;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10383;LV10-080408-102;DSB;CBHB003300;AZUL;1127528;28/04/2021;18;4;2021;13/05/2021;13/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10383/21 - REPLACED U68 FLASH MEMORY, DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AXN;26/03/2021;SEAT 11C INOPERATIVE;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10384;LV10-080408-102;DSB;CBHB001525;AZUL;1127528;28/04/2021;18;4;2021;13/05/2021;13/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10384/21 - REPLACED U42 FLASH MEMORY, DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AXC;23/03/2021;SEAT 27C IS NOT WORKING;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10385;LV10-080408-102;DSB;CBHB003343;AZUL;1127528;28/04/2021;18;4;2021;13/05/2021;13/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10385/21 - NO FAILURES WERE DETECTED, THE TEST IS SATISFACTORY. ;PR-AXO;18/04/2021;TV SEAT 12 AB CARD SKY INOP.;;;;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10386;LV10-080408-102;DSB;CBHB001662;AZUL;1127528;28/04/2021;18;4;2021;14/05/2021;14/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10386/21 - REPLACED U68 FLASH MEMORY, DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AYV;11/04/2021;9D WITH BLACK SCREEN.;U68 FLASH MEMORY ;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10387;LV10-080408-102;DSB;CBHB003154;AZUL;1127528;28/04/2021;18;4;2021;12/05/2021;12/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10387/21 - REPLACED J1 CONNECTOR, DONE THE ATP TEST AND NO MORE FAILURES HAS SHOWIN.;PR-AXO;14/04/2021;SEAT 19A INOPERATIVE;REPLACED CONNECTOR J1 ;;;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10388;LV10-080408-102;DSB;CBHB001326;AZUL;1127528;28/04/2021;18;4;2021;12/05/2021;12/05/2021;20;5;2021;ISSUED SEGVOO003 AS 10386/21 - REPLACED U68 FLASH MEMORY, DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AUM;18/03/2021;SEAT14A WITH BLACK SCREEN;U68 FLASH MEMORY ;1;RC28F128J3F-75;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10389;LV10-070702-102;DSCD;CBBB000298;AZUL;1127528;28/04/2021;18;4;2021;19/07/2021;19/07/2021;30;7;2021;ISSUED SEGVOO003 AS 10389/21 - FOUND FAILURE ON CDP APP -  REPLACED CDP CCA  THE TEST IS SATISFACTORY;PR-AYX;15/04/2021;LIVETV INOP;REPLACED THE CDP CARD;;LV20-070802-101;23,00;;Y;21/05/2021;5;2021;7;YEAR.SEGVOO;NÃO
10390;LV10-070702-102;DSCD;CBBB000310;AZUL;1127528;28/04/2021;18;4;2021;01/11/2021;29/10/2021;45;11;2021;ISSUED SEGVOO001 AS 10390/2021 -  REPLACED THE POWER SUPPLY - REPLACED MTFE#2 -DONE THE MOD 1  MODIFICATION. DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AXI;13/04/2021;LIVETVINOP;REPLACED MTFE #2 AND POWER SUPPLY.;;LV14-070801-101                                     LV20-070801-101;86,00;;Y;23/07/2021;7;2021;10;YEAR.SEGVOO;NÃO
10391;LV10-070702-102;DSCD;CBBA000227;AZUL;1127528;28/04/2021;18;4;2021;10/05/2021;10/05/2021;20;5;2021;ISSUED SEGVOO03 AS 10391/21 - TURN ON - REPLACED THE POWER SUPPLY AND NO MORE FAILURES WERE FOUND.;PR-AXE;24/07/2016;LIVETV IS NOT WORKING;REPLACED POWER SUPPLY;;LV14-070801-101;23,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10392;LV10-070702-102;DSCD;CBBB000353;AZUL;1127528;28/04/2021;18;4;2021;19/07/2021;19/07/2021;30;7;2021;ISSUED SEGVOO003 AS 10392/21 - FOUND FAILURE ON CDP APP -  REPLACED CDP CCA  THE TEST IS SATISFACTORY;PR-AYY;30/03/2021;LIVETV ALL BLACK.;REPLACED THE CDP CARD;;LV20-070802-101;23,00;;Y;21/05/2021;5;2021;7;YEAR.SEGVOO;NÃO
10407;LV10-070702-102;DSCD;CBBB000336;AZUL;1127528;14/05/2021;20;5;2021;18/05/2021;18/05/2021;21;5;2021;ISSUED SEGVOO003 AS 10407/21 -  REPLACED THE POWER SUPPLY AND BACKPLANE DONE THE TEST AND THE TEST IS SATISFACTORY.;PR-AXI;07/04/2021;IFE SYSTEM NOT WORKING.;REPLACED THE POWER SUPPLY AND BACKPLANE;;LV14-070801-101                          LV20-091201-101;7,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10408;LV10-070702-102;DSCD;CBBB000271;AZUL;1135194;13/05/2021;20;5;2021;09/06/2021;09/06/2021;24;6;2021;ISSUED SEGVOO003 AS10408/21 - DONE THE REPLACEMENT OF CHASSIS. THE TEST IS SATISFACTORY;PR-AXU;31/03/2018;MONITORING SYSTEM SHOWING SIGNAIL ISSUES ON FPM.;REPLACED THE CHASSIS;; LV14-070802- 102;29,00;;Y;11/06/2021;6;2021;6;YEAR.SEGVOO;NÃO
10409;LV10-080408-102;DSB;CBHB002893;AZUL;1135194;13/05/2021;20;5;2021;14/06/2021;11/06/2021;25;6;2021;ISSUED SEGVOO003 AS 10409/21 -  CLEANED THE CARDS. DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AXN;06/05/2021;SEAT 23B INOP;;;;8,00;;Y;21/05/2021;5;2021;6;YEAR.SEGVOO;NÃO
10410;LV10-080408-102;DSB;CBHB004310;AZUL;1135194;13/05/2021;20;5;2021;14/06/2021;11/06/2021;25;6;2021;ISSUED SEGVOO003 AS 10410/21 - REPLACED THE DECODER U2. DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AUH;01/05/2021;13 D BLACK SCREEN.;REPLACED U2 DECODER ;1;BCM7312TKPB16G        ;8,00;;Y;21/05/2021;5;2021;6;YEAR.SEGVOO;NÃO
10411;LV10-080408-102;DSB;CBHB000678;AZUL;1135194;13/05/2021;20;5;2021;09/06/2021;31/05/2021;24;6;2021;ISSUED SEGVOO003 AS 10411/21 - REPLACED THE POWER SUPPLY, DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AXJ;19/04/2021;SEAT 24 AT 29 INOP.;REPLACED POWER SUPPLY;;;8,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10412;LV10-080408-102;DSB;CBHB002734;AZUL;1135194;13/05/2021;20;5;2021;09/06/2021;31/05/2021;24;6;2021;ISSUED SEGVOO003 AS 10412/21 - REPLACED U33 VOLTAGE REGULATOR. DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AXH;27/04/2021;SCREEN 29C IMAGE DISTORCED.;REPLACED VOLTAGE REGULATOR;;;8,00;;Y;21/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10413;LV10-080408-102;DSB;CBHB002332;AZUL;1135194;13/05/2021;20;5;2021;14/06/2021;11/06/2021;25;6;2021;ISSUED SEGVOO003 AS 10413/21 - REPLACED U42 FLASH MEMORY DONE THE TEST AND THE TEST IS SATISFACTORY;PR-AXA;30/04/2021;SEAT 18C WITH BLACK SCREEN.;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;8,00;;Y;21/05/2021;5;2021;6;YEAR.SEGVOO;NÃO
10414;LV10-080408-102;DSB;CBHB002614;AZUL;1135194;13/05/2021;20;5;2021;14/06/2021;11/06/2021;25;6;2021;ISSUED SEGVOO003 AS 10414/21 - REPLACED U42 AND U1 DECODER, DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AXD;02/05/2021;SEAT 21C WITH BLACK SCREEN.;REPLACED U68 FLASH MEMORY AND U2 DECODER.;2;RC28F128J3F-75      BCM7312TKPB16G;8,00;;Y;21/05/2021;5;2021;6;YEAR.SEGVOO;NÃO
10418;LV10-140301-102;CSSC2;CBAB000479;AZUL;1127528;25/05/2021;22;5;2021;28/05/2021;28/05/2021;22;5;2021;ISSUED SEGVOO003 AS 10418/21 - REPLACED THE POWER SUPPLY AND ETHERNET SWITCH DONE THE TEST AND THE RESULT IS SATISFACTORY.;PR-AYZ;25/02/2021;STORED CONTENT INOPERATIVE;;;;6,00;;Y;31/05/2021;5;2021;5;YEAR.SEGVOO;NÃO
10422;LV10-080408-102;DSB;CBHB000369;AZUL;1144178;31/05/2021;23;5;2021;07/06/2021;06/07/2021;24;6;2021;DONE THE REPLACEMENT OF SEAT B FLASH MEMORY POSITION U68. AND U2 DECODER. - DONE THE ATP TEST AND THE TEST IS SATISFACTORY.;PR-AYX;03/04/2021;SEAT 7D WITH BAD COMMUNICATION.;REPLACED U68 FLASH MEMORY AND U2 DECODER.;1                                           2;RC28F128J3F-75      BCM7312TKPB16G;11,00;;Y;11/06/2021;6;2021;7;YEAR.SEGVOO;NÃO
10423;LV10-080408-102;DSB;CBHB002366;AZUL;1144178;31/05/2021;23;5;2021;17/06/2021;16/06/2021;25;6;2021;ISSUED SEGVOO003 AS 10423/2021 - REPLACED THE SEAT A FLASH MEMORY POSITION U42.DONE THE ATP TEST AND THE RESULT IS SATISFACTORY.;PR-AXA;08/05/2021;SEAT 15A WITH BLACK SCREEN;REPLACED U68 AND U42 FLASH MEMORIES;2;RC28F128J3F-75;11,00;;Y;11/06/2021;6;2021;6;YEAR.SEGVOO;NÃO
10424;LV10-080408-102;DSB;CBHB001493;AZUL;1144178;31/05/2021;23;5;2021;14/06/2021;11/06/2021;25;6;2021;ISSUED SEGVOO003 AS 10424/21 - REPLACED THE SEAT A FLASH MEMORY POSITION U42.TEST RESULT IS SATISFACTORY.;PR-AYF;19/05/2021;24B WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;11,00;;Y;11/06/2021;6;2021;6;YEAR.SEGVOO;NÃO
10425;LV10-080408-102;DSB;CBHB004535;AZUL;1144178;31/05/2021;23;5;2021;14/06/2021;11/06/2021;25;6;2021;ISSUED SEGVOO003 AS - 10425/21 - REPLACED THE SEAT B FLASH MEMORY POSITION U68. DONE THE TEST AND RESULT IS SATISFACTORY.;PR-AUP;07/05/2021;SEAT 28D WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;11,00;;Y;11/06/2021;6;2021;6;YEAR.SEGVOO;NÃO
10426;LV10-080408-102;DSB;CBHB003500;AZUL;1144178;31/05/2021;23;5;2021;07/07/2021;22/06/2021;28;7;2021;ISSUED SEGVOO003 AS 10426/21 - DONE THE REPLACEMENT OF POWER SUPPLY BUT THE FAILURE ON SCREEN B REMAINS IT IS NECESSARY REPLACE U2 DECODER. REPLACED X7 CRISTAL.DONE THE ATP TEST AND THE TEST IS SATIFACTORY.;PR-AXX;14/05/2021;SEAT 8D WITH BLACK SCREEN;REPLACED POWER SUPPLY                                                   U2 DECODER                                                                                       X7 OSCLIATOR;;LV52-070601-103           BCM7312TKPB16G                              AS-54.000-TC01        ;11,00;;Y;11/06/2021;6;2021;6;YEAR.SEGVOO;NÃO
10427;LV10-080408-102;DSB;CBHB001490;AZUL ;11144178;31/05/2021;23;5;2021;14/06/2021;11/06/2021;25;6;2021;"ISSUED SEGVOO003 AS 10427/21 - REPLACED THE SEAT A FLASH MEMORY POSITION U42; TEST RESULT IS SATISFACTORY.";PR-AYN;19/05/2021;SEAT 3C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;11,00;;Y;11/06/2021;6;2021;6;YEAR.SEGVOO;NÃO
