WORK ORDER;PN;Descrição;SN;Operator;Exchange Order Number;R.S. In;Week0;Month0;Year0;R.S. Out;SegVoo;Week 1;Month1;Year1;STATUS;TAIL;DATE OF REMOVAL;Reason for removal;Work done;QUANTITY BGA SOLDER;Item used on repair;TAT;REASON FOR DELAY;WO FINISHED?(Y/N);RETURN TO AZUL;MONTH;YEAR;MONTH.SEGVOO;YEAR.SEGVOO;DUAL
9266;LV10-080408-102;DSB;CBHB001216;AZUL;978470;12/06/2020;24;6;2020;25/06/2020;25/06/2020;26;6;2020;SEGVOO003 ISSUED AS 9266/20  REPLACED U42 AND U68 FLASH MEMORIES;PR-AYL;25/06/2019;LIVE TV 29N WITH BLACK SCREEN;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;20,00;;Y;02/07/2020;7;2020;6;YEAR.SEGVOO;NÃO
9272;LV10-080408-102;DSB;CBHB001967;AZUL;978470;18/06/2020;25;6;2020;30/06/2020;30/06/2020;27;6;2020;SEGVOO003 ISSUED AS 9272/20 - NO FAULTS FOUND.;PR-AUB;01/07/2017;REFER TSI101844 LIVETV MONITORING;-;0;-;14,00;;Y;02/07/2020;7;2020;6;YEAR.SEGVOO;NÃO
9273;LV10-080408-102;DSB;CBHB000288;AZUL ;979730;18/06/2020;25;6;2020;30/06/2020;30/06/2020;27;6;2020;SEGVOO003 ISSUED AS 9273/20 -  NO FAULTS FOUND.;PR-AZG;27/03/2017;WAS FOUND LIVE TV SEAT 13A INOP;-;0;-;14,00;;Y;02/07/2020;7;2020;6;YEAR.SEGVOO;NÃO
9274;LV10-080408-102;DSB;CBHB003345;AZUL;979730;18/06/2020;25;6;2020;13/07/2020;;29;7;2020;OPENED RA-0424 DUE A SCREW MISSING AND A DAMAGED THREAD THAT IS AVOID FASTEN SCREW ON IT.- WAITING DISPOSITION;PR-AZI;14/06/2018;EQUIPMENT INOPERATIVE.;-;0;-;21,00;;Y;09/07/2020;7;2020;;YEAR.SEGVOO;NÃO
9275;LV10-080408-102;DSB;CBHB000412;AZUL;979730;18/06/2020;25;6;2020;13/07/2020;13/07/2020;29;7;2020;SEGVOO003 ISSUED AS 9275/20 - DONE THE REPLACEMENT OF U42 AND U68 FLASH MEMORIES AND U2 DECODER;PR-AZF;20/12/2017;WAS FOUND SEAT 16A WITH BLACK SCREEN;REPLACED U42, U68 FLASH MEMORIES AND U2 PROCESSOR;3;RC28F128J3F-75 BCM7312TKPB16G;21,00;;Y;09/07/2020;7;2020;7;YEAR.SEGVOO;NÃO
9276;LV10-080408-102;DSB;CBHB000448;AZUL;979730;18/06/2020;25;6;2020;13/07/2020;;29;7;2020;FOUND CAPACITOR C266 BROKEN ON CCA -  ACCORDING TO DISPOSITION EQUIPMENT WILL BE CONSIDERED AS ENGINEERING UNIT.;PR-AYM;06/03/2018;EQUIPMENT REMOVED ;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;21,00;;Y;09/07/2020;7;2020;;YEAR.SEGVOO;NÃO
9357;LV10-080408-102;DSB;CBHB002445;AZUL;987444;16/07/2020;29;7;2020;27/07/2020;27/07/2020;31;7;2020;SEGVOO003 ISSUED AS 9357/20, PERFORMED THE U42 BGA REPLACEMENT;PR-AXH;20/06/2020;SEAT 5 C WITH BLUE SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;13,00;;Y;29/07/2020;7;2020;7;YEAR.SEGVOO;NÃO
9358;LV10-080408-102;DSB;CBHB001476;AZUL;987444;16/07/2020;29;7;2020;29/01/2021;29/01/2021;5;1;2021;ISSUED SEGVOO003 AS 9358/21 - REPLACED L75 AND U39 IC DONE THE TEST AND NO MORE FAULT WERE NOTICED.;PR-AXE;02/06/2020;SEAT 9A WITHOUT AUDIO;REPLACED L75 AND U39 INVERTER.;0;0805PS-103KL                 SP6661EN;13,00;;Y;29/07/2020;7;2020;1;YEAR.SEGVOO;NÃO
9359;LV10-080408-102;DSB;CBHB002879;AZUL ;987444;16/07/2020;29;7;2020;31/07/2020;31/07/2020;31;7;2020;SEGVOO003 ISSUED AS 9359/20 REPLACED THE U2 AND U68 BGA´S.;PR-AXS;02/07/2020;SEAT 15D WITH BLACK SCREEN;REPLACED U68 AND U2;2;RC28F128J3F-75 BCM7312TKPB16G;19,00;;Y;04/08/2020;8;2020;7;YEAR.SEGVOO;NÃO
9360;LV10-080408-102;DSB;CBHB004146;AZUL;987444;16/07/2020;29;7;2020;31/07/2020;31/07/2020;31;7;2020;SEGVOO003 ISSUED AS 9360/20 -  DONE THE U42 BGA REPLACEMENT;PR-AUF;26/06/2020;SEAT 19C WITHOUT VIDEO;REPLACED U42;1;RC28F128J3F-75;19,00;;Y;04/08/2020;8;2020;7;YEAR.SEGVOO;NÃO
9361;LV10-080408-102;DSB;CBHB002821;AZUL;987444;16/07/2020;29;7;2020;31/07/2020;31/07/2020;31;7;2020;SEGVOO003 ISSUED AS 9361/20 - DONE THE U42 REPLACEMENT;PR-AXS;02/07/2020;SEAT 15B WITHOUT VIDEO;REPLACED U42;1;RC28F128J3F-75;19,00;;Y;04/08/2020;8;2020;7;YEAR.SEGVOO;NÃO
9362;LV10-080408-102;DSB;CBHB001120;AZUL;987444;16/07/2020;29;7;2020;31/07/2020;31/07/2020;31;7;2020;SEGVOO003 ISSUED AS 9362/20 - DONE THE U68 BGA REPLACEMENT;PR-AXH;20/06/2020;SEAT 12D WITH BLACK SCREEN;REPLACED U68;1;RC28F128J3F-75;19,00;;Y;04/08/2020;8;2020;7;YEAR.SEGVOO;NÃO
9363;LV10-080408-102;DSB;CBHB002124;AZUL;987444;16/07/2020;29;7;2020;23/07/2020;23/07/2020;30;7;2020;SEGVOO003 ISSUED AS 9363/20 - DONE THE REPLACEMENT OF U42  FLASH MEMORY;PR-AXC;03/07/2020;SEAT 19B WITH BLACK SCREEN.;REPLACED U42;1;RC28F128J3F-75;13,00;;Y;29/07/2020;7;2020;7;YEAR.SEGVOO;NÃO
9364;LV10-080408-102;DSB;CBHB002155;AZUL;987444;16/07/2020;29;7;2020;31/07/2020;31/07/2020;31;7;2020;SEGVOO003 ISSUED AS 9364/20 - DONE U68 BGA REPLACEMENT;PR-AXC;03/07/2020;SEAT 28A WITH BLACK SCREEN;REPLACED U68;1;RC28F128J3F-75;19,00;;Y;04/08/2020;8;2020;7;YEAR.SEGVOO;NÃO
9365;LV10-080408-102;DSB;CBHB001350;AZUL;987444;16/07/2020;29;7;2020;23/07/2020;23/07/2020;30;7;2020;SEGVOO003 ISSUED AS 9365/20 - DONE THE REPLACEMENT OF U68 FLASH MEMORY ;PR-AYW;05/07/2020;SEAT 19D WITH BLACK SCREEN;REPLACED U68;1;RC28F128J3F-75;13,00;;Y;29/07/2020;7;2020;7;YEAR.SEGVOO;NÃO
9366;LV10-080408-102;DSB;CBHB002171;AZUL;987444;16/07/2020;29;7;2020;27/07/2020;27/07/2020;31;7;2020;SEGVOO003 ISSUED AS 9366/20, PERFORMED THE U68 REPLACEMENT.;PR-AXC;03/07/2020;SEAT 24C WITH BLACK SCREEN;REPLACED U68;1;RC28F128J3F-75;13,00;;Y;29/07/2020;7;2020;7;YEAR.SEGVOO;NÃO
9401;LV10-080408-102;DSB;CBHB002501;AZUL;993680;05/08/2020;32;8;2020;24/08/2020;24/08/2020;35;8;2020;SEGVOO003 ISSUED AS 9401/20, PERFORMED THE U42 REPLACEMENT;PR-AXG;14/07/2020;SEAT 27B INOP;REPLACED U42;1;RC28F128J3F-75;22,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9402;LV10-080408-102;DSB;CBHB003242;AZUL ;993680;05/08/2020;32;8;2020;24/08/2020;24/08/2020;35;8;2020;SEGVOO003 ISSUED AS 9402/20, PERFORMED THE U42 REPLACEMENT;PR-AXT;05/07/2020;SEAT 12B BLACK;REPLACED U42;1;RC28F128J3F-75;22,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9403;LV10-080408-102;DSB;CBHB002418;AZUL;993680;05/08/2020;32;8;2020;24/08/2020;24/08/2020;35;8;2020;SEGVOO003 ISSUED AS 9403/20, PERFORMED THE U68 AND U2 REPLACEMENT;PR-AYZ;04/07/2020;SEAT 18A WITH BLACK SCREEN;REPLACED U68 AND U2;2;RC28F128J3F-75 / BCM7312TKPB16G;22,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9404;LV10-080408-102;DSB;CBHB001016;AZUL;993680;05/08/2020;32;8;2020;24/08/2020;24/08/2020;35;8;2020;SEGVOO003 ISSUED AS 9404/20, PERFORMED THE U68 AND U2 REPLACEMENT;PR-AYJ;11/07/2020;SEAT 12A WAS FOUND WITH BLACK SCREEN;REPLACED U68 AND U2;1;RC28F128J3F-75 / BCM7312TKPB16G;22,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9405;LV10-080408-102;DSB;CBHB001891;AZUL;993680;05/08/2020;32;8;2020;24/08/2020;24/08/2020;35;8;2020;SEGVOO003 ISSUED AS 9405/20, PERFORMED THE U68 ;PR-AYX;08/07/2020;SEAT 17D WITH BLACK SCREEN;REPLACED U68;1;RC28F128J3F-75;22,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9406;LV10-070702-102;DSCD;CBBB000295;AZUL;993680;05/08/2020;32;8;2020;10/08/2020;10/08/2020;33;8;2020;SEGVOO003 ISSUED AS 9406/20 REPLACED POWER SUPPLY.;PR-AXD;11/07/2020;LIVE TV SYSTEM IS INOP;REPLACED POWER SUPPLY;1;LV14-080701-101;22,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9407;LV10-070702-102;DSCD;CBBB000269;AZUL;993680;05/08/2020;32;8;2020;11/08/2020;11/08/2020;33;8;2020;SEGVOO003 ISSUED AS  9407/20 RECONFIGURED AS FACTORY DEFAULT AND THE TEST HAS BEEN PASSED.;PR-AUF;27/06/2020;IT WAS FOUND DSCD LIVE TV INOP;;;;22,00;;Y;27/08/2020;8;2020;8;YEAR.SEGVOO;NÃO
9485;LV10-080408-102;DSB;CBHB001587;AZUL;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;SEGVOO003 ISSUED AS 9485/20 - REPLACED U68 FLASH MEMORY - TEST SATISFACTORY;PR-AYV;11/07/2020;SEAT 27D WITHOUT VIDEO;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9486;LV10-080408-102;DSB;CBHB000605;AZUL;999066;17/08/2020;34;8;2020;09/09/2020;09/09/2020;37;9;2020;ISSUED SEGVOO003 AS 9486/20 - REPLACED U68 AND TESTED OK.;PR-AXR;26/07/2020;IT WAS FOUND SEAT 17A BLACK INTERMITENT;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;29,00;;Y;15/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9487;LV10-080408-102;DSB;CBHB000579;AZUL;999066;17/08/2020;34;8;2020;10/09/2020;10/09/2020;37;9;2020;ISSUED SEGVOO003 AS 9487/20 - REPLACED U68 AND TESTED OK;PR-AXD;26/07/2020;SEAT 19D BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;29,00;;Y;15/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9488;LV10-080408-102;DSB;CBHB001414;AZUL;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9488/20 - REPLACED U42 AND U68 FLASH MEMORIES - TEST SATISFACTORY.;PR-AYN;10/07/2020;SEAT 21B WITHOUT VIDEO;REPLACED U42 AND U68 FLASH MEMORIES;2;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9489;LV10-080408-102;DSB;CBHB001619;AZUL;999066;17/08/2020;34;8;2020;10/09/2020;10/09/2020;37;9;2020;ISSUED SEGVOO003 AS 9489/20 - REPLACED U42 FLASH MEMORY, TEST SATISFACORY ;PR-AYZ;23/07/2020;IT WAS FOUND LIVETV SEAT 17B WITH SCREEN BLANK;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;29,00;;Y;15/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9490;LV10-080408-102;DSB;CBHB003589;AZUL;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9490/20 - REPLACED U68 FLASH MEMORY  - REPLACED THE J2 CONNECTOR DUE A BROCKEN NUT.;PR-AUE;24/07/2020;SEAT 23A WITH LIVE TV BLACK;REPLACED U42 FLASH MEMORY- REPLACED J2 CONNECTOR;1;RC28F128J3F-75                       F50P12G2-3537;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9491;LV10-080408-102;DSB;CBHB001455;AZUL;999066;17/08/2020;34;8;2020;10/09/2020;10/09/2020;37;9;2020;ISSUED SEGVOO003 AS: 9491/20 - REPLACED U42 FLASH MEMORY, TEST SATISFACORY;PR-AYV;14/07/2020;SEAT 3B INOPERATIVE;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;29,00;;Y;15/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9492;LV10-080408-102;DSB;CBHB001436;AZUL;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9492/20 - REPLACED U42 FLASH MEMORY - TEST SATISFACORY;PR-AYY;20/07/2020;IT WAS FOUND SEAT 18B WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9493;LV10-080408-102;DSB;CBHB001924;AZUL;999066;17/08/2020;34;8;2020;18/09/2020;18/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9493/20 - REPLACED U42 AND TESTED - TEST SATISFACTORY.;PR-AYY;16/07/2020;SEAT 29C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9518;LV10-080408-102;DSB;CBHB001878;AZUL;999066;17/08/2020;34;8;2020;18/09/2020;18/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9518/20  - REPLACED U42 FLASH MEMORY - TEST SATISFACTORY;PR-AYN;14/07/2020;SEAT 28B WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9531;LV10-080408-102;DSB;CBHB000530;AZUL;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;REPLACED U68 FLASH MEMORY, REPLACED U2.;PR-AYZ;22/07/2020;SEAT 26 A BLACK SCREEN;REPLACED U68 AND U2;2;RC28F128J3F-75 / BCM7312TKPB16G;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9533;LV10-080408-102;DSB;CBHB001151;AZUL ;999066;17/08/2020;34;8;2020;11/03/2022;08/03/2022;11;3;2022;ISSUED SEGVOO003 AS 9533/22 - REPLACED U18 SWITCH DONE THE TEST AND THE RESULT IS SATISFACTORY;PR-AUJ;15/07/2020;FAILURE ON UPLOAD SOFTWARE 5CD NOT ACCOMPLISHED SEAT REGISTRATION;REPLACED POWER SUPPLY AND U18 ETHERNET SWITCH IC ;1;LV52-070601-103          -VSC7395XYV-03;29,00;;Y;15/09/2020;9;2020;3;YEAR.SEGVOO;NÃO
9534;LV10-080408-102;DSB;CBHB003269;AZUL;999066;17/08/2020;34;8;2020;18/09/2020;18/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9534/20 - REPLACED U42, TEST SATISFACTORY;PR-AXN;21/07/2020;SEAT 11B WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9535;LV10-080408-102;DSB;CBHB000800;AZUL;999066;17/08/2020;34;8;2020;10/09/2020;10/09/2020;37;9;2020;ISSUED SEGVOO003 AS: 9535/20 -  TESTED, NO FAILURES WERE FOUND.;PR-AYZ;23/07/2020;SEAT 17A WITH LIVE TV NOT WORK;;;;29,00;;Y;15/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9536;LV10-080408-102;DSB;CBHB001312;AZUL;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;REPLACED FLASH MEMORY POSITION U42 - TEST SATISFACTORY;PR-AYN;22/07/2020;IT WAS FOUND SEAT 30 A/B NOT WORKING;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9537;LV10-080408-102;DSB;CBHB002345;AZUL ;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;REPLACED FLASH MEMORY POSITION U68;PR-AYY;16/07/2020;IT WAS FOUND SCREEN 8A BLACK;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9538;LV10-080408-102;DSB;CBHB002958;AZUL;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;DONE THE TEST DURING THE NIGHT AND NO FAILURES WERE FOUND.;PR-AXR;27/07/2020;SEAT 20D SCREEN INOP;;;;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9539;LV10-080408-102;DSB;CBHB000591;AZUL;999066;17/08/2020;34;8;2020;17/09/2020;17/09/2020;38;9;2020;ISSUED SEGVOO003 AS 9539/20 - REPLACED U68 FLASH MEMORY - TEST SATISFACTORY;PR-AYY;16/07/2020;IT WAS FOUND SCREEN 8A BLACK;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;10,00;;Y;27/08/2020;8;2020;9;YEAR.SEGVOO;NÃO
9571;LV10-080408-102;DSB;CBHB000753;AZUL;999066;17/08/2020;34;8;2020;09/09/2020;09/09/2020;37;9;2020;ISSUED SEGVOO003 AS: 9571/20 - REPLACED THE FLASH MEMORIES POSITION U42 AND U68.;PR-AXE;20/05/2020;SEAT 6D IS NOT WORKING.;REPLACED U42 AND U68 FLASH MEMORY;2;RC28F128J3F-75;29,00;;Y;15/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9590;LV10-080408-102;DSB;CBHB001657;AZUL;999066;17/08/2020;34;8;2020;10/09/2020;10/09/2020;37;9;2020;ISSUED SEGVOO003 AS 9590/20 - REPLACED U42 FLASH MEMORY - TEST SATISFACORY;PR-AYY;24/07/2020;IT WAS FOUND SEAT 28C WITH BLACK SCREEN;REPLACED U42  FLASH MEMORY;1;RC28F128J3F-75;29,00;;Y;15/09/2020;9;2020;9;YEAR.SEGVOO;NÃO
9631;LV10-080408-102;DSB;CBHB001329;AZUL;999066;10/09/2020;37;9;2020;28/12/2020;28/12/2020;53;12;2020;ISSUED SEGVOO003 AS 9631/20 - REPLACED U53 AND U1 DECODER - TEST SATISFACTORY;PR-AYN;05/04/2018;SEAT 26D WITH BLACK SCREEN;REPLACED U53 AND U1 DECODER.;1;TDA8024TT/C1   BCM7312TKPB16G;13,00;;Y;23/09/2020;9;2020;12;YEAR.SEGVOO;NÃO
9709;LV10-080408-102;DSB;CBHB002288;AZUL;1014765;30/09/2020;40;9;2020;09/10/2020;09/10/2020;41;10;2020;ISSUED SEGVOO003 AS 9709/20 - REPLACED FLASH MEMORY POSITION U68 - TEST SATISFACTORY;PR-AYZ;20/08/2020;SEAT 14D WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9710;LV10-080408-102;DSB;CBHB002324;AZUL;1014765;30/09/2020;40;9;2020;09/10/2020;09/10/2020;41;10;2020;ISSUED SEGVOO003 AS 9710/20 - REPLACED FLASH MEMORY POSITION U68 - TEST SATISFACTORY;PR-AYZ;02/09/2020;SEAT 8D WITH LIVE TV INOP;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9711;LV10-080408-102;DSB;CBHB004157;AZUL;1014765;30/09/2020;40;9;2020;09/10/2020;09/10/2020;41;10;2020;ISSUED SEGVOO003 AS 9711/20 - REPLACED FLASH MEMORY POSITION U42 - TEST SATISFACTORY;PR-AUJ;15/08/2020;TV SEAT 28B BLACK;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9712;LV10-080408-102;DSB;CBHB002054;AZUL;1014765;30/09/2020;40;9;2020;08/10/2020;08/10/2020;41;10;2020;ISSUED SEGVOO003 AS 9712/20 - REPLACED FLASH MEMORY POSITION U42 - TEST SATISFACTORY;PR-AYY;11/09/2020;SEAT 26B ARE NOT WORKING;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9713;LV10-080408-102;DSB;CBHB004379;AZUL;1014765;30/09/2020;40;9;2020;09/10/2020;09/10/2020;41;10;2020;ISSUED SEGVOO003 AS 9713/20 - REPLACED FLASH MEMORY POSITION U68 - TEST SATISFACTORY;PR-AYY;17/09/2020;SEAT 29CD BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9714;LV10-080408-102;DSB;CBHB001288;AZUL;1014765;30/09/2020;40;9;2020;09/10/2020;09/10/2020;41;10;2020;ISSUED SEGVOO003 AS 9714/20 - REPLACED FLASH MEMORY POSITION U42 - TEST SATISFACTORY;PR-AYW;13/08/2020;SEAT 28C/D WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9715;LV10-080408-102;DSB;CBHB001624;AZUL;1014765;30/09/2020;40;9;2020;08/10/2020;08/10/2020;41;10;2020;ISSUED SEGVOO003 AS 9715/20 - REPLACED FLASH MEMORY POSITION U42 - TEST SATISFACTORY;PR-AYV;19/08/2020;SEAT 16B WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9716;LV10-080408-102;DSB;CBHB003800;AZUL;1014765;30/09/2020;40;9;2020;05/10/2020;05/10/2020;41;10;2020;ISSUED SEGVOO003 AS 9716/20 - CLEANED SMART CARDS AND TESTED, NO MORE FAILURES WERE FOUND..;PR-AUE;16/08/2020;SEAT 17D WITHOUT LIVE TV;CLEANED THE SIM CARDS;;;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9717;LV10-080408-102;DSB;CBHB001445;AZUL;1014765;30/09/2020;40;9;2020;12/01/2021;12/01/2021;3;1;2021;ISSUED SEGVOO003 AS 9717/21 -REPLACED FLASH MEMORY POSITION U68,REPLACED L74 INDUCTOR DONE THE TEST AND THE TEST IS SATISFACTORY;PR-AYY;17/09/2020;SEAT 12CD BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75                                  -0805PS-103KL;20,00;;Y;20/10/2020;10;2020;1;YEAR.SEGVOO;NÃO
9718;LV10-080408-102;DSB;CBHB001634;AZUL;1014765;30/09/2020;40;9;2020;08/10/2020;08/10/2020;41;10;2020;ISSED SEGVOO003 AS 9718/20 REPLACED FLASH MEMORY POSITION U42 - TEST SATISFACTORY;PR-AXB;10/09/2020;SEAT 26C WITH LIVE TV BLACK;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;20/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9727;LV10-070702-102;DSCD;CBBB000347;AZUL;1015756;02/10/2020;40;10;2020;14/10/2020;14/10/2020;42;10;2020;SEGVOO003 - ISSUED AS 9727/20 - PERFORMED TEST AND CORRECTED FAILURES ON CDP SW. THE RESULT WAS SATISFACTORY.;PR-AUH;03/09/2020;LIVE TV INOP;;;;20,00;;Y;22/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9728;LV10-080408-102;DSB;CBHB004390;AZUL;1015756;02/10/2020;40;10;2020;20/10/2020;20/10/2020;43;10;2020;ISSUED SEGVOO003 9728/20 - NO FAULTS FOUND.;PR-AUK;05/08/2020;SEAT 10B WITH BLACK SCREEN.;;;;20,00;;Y;22/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9729;LV10-080408-102;DSB;CBHB002950;AZUL;1015756;02/10/2020;40;10;2020;26/10/2020;;44;10;2020;IT WAS FOUND A FREQUENCY SIGNAL INTERFERING ON CHROMA CIRCUIT OF U50 VIDEO DRIVER. NECESSARY REMOVE THE CAPACITOR C343 AND PERFORM MORE CHECK ON CIRCUIT TO DETERMINE THE PROBLEM ON PROCESSOR U1 OR U50 VIDEO DRIVER.;PR-AXP;03/08/2020;SEAT 5C WITH BLACK SCREEN;;;;24,00;;Y;26/10/2020;10;2020;;YEAR.SEGVOO;NÃO
9730;LV10-080408-102;DSB;CBHB000340;AZUL;1015756;02/10/2020;40;10;2020;20/10/2020;20/10/2020;43;10;2020;SEGVOO003 ISSUED AS 9730/20 - REPLACED U42 FLASH MEMORY- TEST SATISFACTORY ;PR-AXC;16/09/2020;SEAT 23C/D WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;22/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9731;LV10-080408-102;DSB;CBHB002280;AZUL;1015756;02/10/2020;40;10;2020;22/10/2020;22/10/2020;43;10;2020;ISSUED SEGVOO003 AS 9731/20 - REPLACED U68 FLASH MEMORY AND U2 DECODER , TEST IS SATISFACTORY.;PR-AYZ;16/09/2020;SEAT 13A WITH BLACK SCREEN;REPLACED U2 DECODER  AND U68 FLASH MEMORY;2;RC28F128J3F-75      BCM7312TKPB16G;24,00;;Y;26/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9732;LV10-080408-102;DSB;CBHB003564;AZUL;1015756;02/10/2020;40;10;2020;20/10/2020;20/10/2020;43;10;2020;ISSUED SEGVOO003 AS 9732/20 - REPLACED U68 FLASH MEMORY- TEST SATISFACTORY.;PR-AXY;14/11/2018;SEATS 19A AND 20A WITH BLACK SCREEN;REPLACED U68 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;22/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9738;LV10-080408-102;DSB;CBHB001605;AZUL ;1015756;02/10/2020;40;10;2020;21/10/2020;21/10/2020;43;10;2020;ISSUED SEGVOO003 AS 9738/20 - REPLACED U42 FLASH MEMORY - TEST SATISFACTORY ;PR-AYV;28/07/2020;26C WITH BLACK SCREEN;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;22/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
9739;LV10-080408-102;DSB;CBHB001368;AZUL ;1015756;02/10/2020;40;10;2020;21/10/2020;21/10/2020;43;10;2020;ISSUED SEGVOO003 AS 9739/20 - REPLACED U42 FLASH MEMORY TEST SATISFACTORY;PR-AXG;12/09/2020;SEAT 9C FAILURE SW OF DISPLAY.;REPLACED U42 FLASH MEMORY;1;RC28F128J3F-75;20,00;;Y;22/10/2020;10;2020;10;YEAR.SEGVOO;NÃO
